epidemiological_week,date,order_for_place,state,city,city_ibge_code,place_type,last_available_confirmed,last_available_confirmed_per_100k_inhabitants,new_confirmed,last_available_deaths,new_deaths,last_available_death_rate,estimated_population_2019,is_last,is_repeated
38,2020-09-16,144,PE,Carnaubeira da Penha,2603926,city,30,231.98268,0,2,0,0.0667,12932,True,False
38,2020-09-16,161,PE,Carpina,2604007,city,566,676.70162,2,50,0,0.0883,83641,True,False
38,2020-09-16,178,PE,Caruaru,2604106,city,7587,2100.9753,4,314,0,0.0414,361118,True,False
38,2020-09-16,126,PE,Casinhas,2604155,city,89,620.59828,0,5,0,0.0562,14341,True,False
38,2020-09-16,163,PE,Catende,2604205,city,553,1289.28472,2,35,0,0.0633,42892,True,False
38,2020-09-16,144,PE,Cedro,2604304,city,604,5115.60938,5,4,0,0.0066,11807,True,False
38,2020-09-16,156,PE,Chã de Alegria,2604403,city,182,1346.35301,1,10,0,0.0549,13518,True,False
38,2020-09-16,158,PE,Chã Grande,2604502,city,172,792.69979,0,14,0,0.0814,21698,True,False
38,2020-09-16,147,PE,Condado,2604601,city,633,2395.82151,0,25,0,0.0395,26421,True,False
38,2020-09-16,146,PE,Correntes,2604700,city,107,587.68605,0,3,0,0.028,18207,True,False
38,2020-09-16,140,PE,Cortês,2604809,city,157,1248.21116,0,11,0,0.0701,12578,True,False
38,2020-09-16,140,PE,Cumaru,2604908,city,169,1549.60572,0,6,0,0.0355,10906,True,False
38,2020-09-16,154,PE,Cupira,2605004,city,899,3729.20728,5,29,0,0.0323,24107,True,False
38,2020-09-16,151,PE,Custódia,2605103,city,206,555.09148,1,12,0,0.0583,37111,True,False
38,2020-09-16,118,PE,Dormentes,2605152,city,242,1279.88153,3,1,0,0.0041,18908,True,False
38,2020-09-16,154,PE,Escada,2605202,city,422,612.70417,1,45,0,0.1066,68875,True,False
38,2020-09-16,102,PE,Exu,2605301,city,537,1687.35271,-1,10,0,0.0186,31825,True,False
38,2020-09-16,154,PE,Feira Nova,2605400,city,497,2245.71868,0,22,0,0.0443,22131,True,False
38,2020-09-16,174,PE,Fernando de Noronha,2605459,city,115,3756.94218,0,0,0,0.0,3061,True,False
38,2020-09-16,150,PE,Ferreiros,2605509,city,218,1798.23476,0,9,0,0.0413,12123,True,False
38,2020-09-16,142,PE,Flores,2605608,city,126,556.93069,2,7,0,0.0556,22624,True,False
38,2020-09-16,136,PE,Floresta,2605707,city,194,590.14997,1,4,0,0.0206,32873,True,False
38,2020-09-16,161,PE,Frei Miguelinho,2605806,city,307,1986.15514,8,11,0,0.0358,15457,True,False
38,2020-09-16,159,PE,Gameleira,2605905,city,222,714.9298,2,16,0,0.0721,31052,True,False
38,2020-09-16,161,PE,Garanhuns,2606002,city,1488,1064.46905,29,67,1,0.045,139788,True,False
38,2020-09-16,158,PE,Glória do Goitá,2606101,city,283,924.71572,8,27,0,0.0954,30604,True,False
38,2020-09-16,174,PE,Goiana,2606200,city,1255,1573.50987,1,70,0,0.0558,79758,True,False
38,2020-09-16,144,PE,Granito,2606309,city,60,801.49613,1,0,0,0.0,7486,True,False
38,2020-09-16,157,PE,Gravatá,2606408,city,683,812.37957,4,69,0,0.101,84074,True,False
38,2020-09-16,118,PE,Iati,2606507,city,120,625.09767,1,0,0,0.0,19197,True,False
38,2020-09-16,146,PE,Ibimirim,2606606,city,109,372.84077,1,7,0,0.0642,29235,True,False
38,2020-09-16,140,PE,Ibirajuba,2606705,city,57,734.34682,0,3,0,0.0526,7762,True,False
38,2020-09-16,163,PE,Igarassu,2606804,city,788,673.39492,0,98,0,0.1244,117019,True,False
38,2020-09-16,144,PE,Iguaracy,2606903,city,96,785.08342,2,6,0,0.0625,12228,True,False
38,2020-09-16,156,PE,Ilha de Itamaracá,2607604,city,351,1336.73547,0,14,0,0.0399,26258,True,False
38,2020-09-16,187,PE,Importados/Indefinidos,,city,0,,0,0,0,0.0,,True,False
38,2020-09-16,149,PE,Inajá,2607000,city,108,464.57607,1,2,0,0.0185,23247,True,False
38,2020-09-16,109,PE,Ingazeira,2607109,city,32,703.60598,0,0,0,0.0,4548,True,False
38,2020-09-16,160,PE,Ipojuca,2607208,city,830,862.74999,3,92,0,0.1108,96204,True,False
38,2020-09-16,170,PE,Ipubi,2607307,city,381,1234.84799,0,21,0,0.0551,30854,True,False
38,2020-09-16,112,PE,Itacuruba,2607406,city,4,81.33388,0,1,0,0.25,4918,True,False
38,2020-09-16,131,PE,Itaíba,2607505,city,239,907.0553,15,6,0,0.0251,26349,True,False
38,2020-09-16,149,PE,Itambé,2607653,city,682,1871.21025,1,34,0,0.0499,36447,True,False
38,2020-09-16,150,PE,Itapetim,2607703,city,138,1013.51351,3,7,0,0.0507,13616,True,False
38,2020-09-16,158,PE,Itapissuma,2607752,city,350,1313.27155,2,30,0,0.0857,26651,True,False
38,2020-09-16,145,PE,Itaquitinga,2607802,city,139,819.81716,0,14,0,0.1007,16955,True,False
38,2020-09-16,184,PE,Jaboatão dos Guararapes,2607901,city,8445,1202.481,22,841,0,0.0996,702298,True,False
38,2020-09-16,143,PE,Jaqueira,2607950,city,247,2119.0803,0,7,0,0.0283,11656,True,False
38,2020-09-16,149,PE,Jataúba,2608008,city,288,1679.30029,0,7,0,0.0243,17150,True,False
38,2020-09-16,151,PE,Jatobá,2608057,city,156,1054.33901,0,0,0,0.0,14796,True,False
38,2020-09-16,161,PE,João Alfredo,2608107,city,255,753.94714,1,20,0,0.0784,33822,True,False
38,2020-09-16,138,PE,Joaquim Nabuco,2608206,city,255,1591.46227,0,16,0,0.0627,16023,True,False
38,2020-09-16,148,PE,Jucati,2608255,city,208,1820.72829,0,3,0,0.0144,11424,True,False
38,2020-09-16,151,PE,Jupi,2608305,city,295,1988.40658,0,12,0,0.0407,14836,True,False
38,2020-09-16,146,PE,Jurema,2608404,city,151,981.92223,0,12,0,0.0795,15378,True,False
38,2020-09-16,153,PE,Lagoa de Itaenga,2608503,city,206,961.31411,1,9,0,0.0437,21429,True,False
38,2020-09-16,164,PE,Lagoa do Carro,2608453,city,133,735.98583,1,12,0,0.0902,18071,True,False
38,2020-09-16,144,PE,Lagoa do Ouro,2608602,city,54,410.80259,0,5,0,0.0926,13145,True,False
38,2020-09-16,157,PE,Lagoa dos Gatos,2608701,city,354,2173.11234,0,6,0,0.0169,16290,True,False
38,2020-09-16,125,PE,Lagoa Grande,2608750,city,242,945.27558,-1,6,0,0.0248,25601,True,False
38,2020-09-16,144,PE,Lajedo,2608800,city,400,992.85147,3,22,1,0.055,40288,True,False
38,2020-09-16,161,PE,Limoeiro,2608909,city,1030,1831.11111,2,56,0,0.0544,56250,True,False
38,2020-09-16,163,PE,Macaparana,2609006,city,228,898.48676,0,8,0,0.0351,25376,True,False
38,2020-09-16,158,PE,Machados,2609105,city,152,944.80358,0,6,0,0.0395,16088,True,False
38,2020-09-16,91,PE,Manari,2609154,city,58,270.59812,-1,0,0,0.0,21434,True,False
38,2020-09-16,133,PE,Maraial,2609204,city,270,2379.90304,1,6,1,0.0222,11345,True,False
38,2020-09-16,82,PE,Mirandiba,2609303,city,129,838.20663,4,2,0,0.0155,15390,True,False
38,2020-09-16,117,PE,Moreilândia,2614303,city,114,1011.53505,0,1,0,0.0088,11270,True,False
38,2020-09-16,163,PE,Moreno,2609402,city,402,640.29052,1,45,0,0.1119,62784,True,False
38,2020-09-16,148,PE,Nazaré da Mata,2609501,city,238,732.96172,0,28,0,0.1176,32471,True,False
38,2020-09-16,179,PE,Olinda,2609600,city,5738,1461.97787,9,478,2,0.0833,392482,True,False
38,2020-09-16,144,PE,Orobó,2609709,city,289,1210.01507,0,8,0,0.0277,23884,True,False
38,2020-09-16,148,PE,Orocó,2609808,city,43,286.83877,0,2,0,0.0465,14991,True,False
38,2020-09-16,144,PE,Ouricuri,2609907,city,449,646.42451,12,15,0,0.0334,69459,True,False
38,2020-09-16,171,PE,Palmares,2610004,city,1337,2113.83399,42,70,0,0.0524,63250,True,False
38,2020-09-16,123,PE,Palmeirina,2610103,city,22,285.97426,0,2,0,0.0909,7693,True,False
38,2020-09-16,148,PE,Panelas,2610202,city,397,1499.5845,0,16,0,0.0403,26474,True,False
38,2020-09-16,127,PE,Paranatama,2610301,city,52,451.27137,0,6,0,0.1154,11523,True,False
38,2020-09-16,119,PE,Parnamirim,2610400,city,239,1085.87006,5,4,0,0.0167,22010,True,False
38,2020-09-16,162,PE,Passira,2610509,city,523,1807.62451,1,28,0,0.0535,28933,True,False
38,2020-09-16,164,PE,Paudalho,2610608,city,691,1222.87899,0,39,0,0.0564,56506,True,False
38,2020-09-16,167,PE,Paulista,2610707,city,4007,1207.74985,17,364,0,0.0908,331774,True,False
38,2020-09-16,151,PE,Pedra,2610806,city,260,1149.57775,3,8,0,0.0308,22617,True,False
38,2020-09-16,153,PE,Pesqueira,2610905,city,1101,1633.65235,-3,30,0,0.0272,67395,True,False
38,2020-09-16,142,PE,Petrolândia,2611002,city,331,905.65831,5,8,0,0.0242,36548,True,False
38,2020-09-16,178,PE,Petrolina,2611101,city,4792,1372.49567,17,87,3,0.0182,349145,True,False
38,2020-09-16,151,PE,Poção,2611200,city,70,619.35941,0,4,0,0.0571,11302,True,False
38,2020-09-16,161,PE,Pombos,2611309,city,685,2528.515,1,26,0,0.038,27091,True,False
38,2020-09-16,143,PE,Primavera,2611408,city,81,541.22678,0,14,0,0.1728,14966,True,False
38,2020-09-16,159,PE,Quipapá,2611507,city,345,1325.03745,0,4,0,0.0116,26037,True,False
38,2020-09-16,148,PE,Quixaba,2611533,city,104,1526.49347,0,3,0,0.0288,6813,True,False
38,2020-09-16,189,PE,Recife,2611606,city,32848,1995.9568,133,2344,6,0.0714,1645727,True,False
38,2020-09-16,122,PE,Riacho das Almas,2611705,city,447,2175.60596,0,11,0,0.0246,20546,True,False
38,2020-09-16,155,PE,Ribeirão,2611804,city,208,438.67974,1,47,0,0.226,47415,True,False
38,2020-09-16,153,PE,Rio Formoso,2611903,city,238,1011.25983,0,22,0,0.0924,23535,True,False
38,2020-09-16,140,PE,Sairé,2612000,city,98,986.70963,1,4,0,0.0408,9932,True,False
38,2020-09-16,124,PE,Salgadinho,2612109,city,91,833.40965,0,1,0,0.011,10919,True,False
38,2020-09-16,163,PE,Salgueiro,2612208,city,1418,2327.26079,7,29,0,0.0205,60930,True,False
38,2020-09-16,129,PE,Saloá,2612307,city,99,624.88165,2,8,0,0.0808,15843,True,False
38,2020-09-16,153,PE,Sanharó,2612406,city,414,1564.5076,0,12,0,0.029,26462,True,False
38,2020-09-16,133,PE,Santa Cruz,2612455,city,74,480.58189,1,0,0,0.0,15398,True,False
38,2020-09-16,120,PE,Santa Cruz da Baixa Verde,2612471,city,100,794.15502,0,0,0,0.0,12592,True,False
38,2020-09-16,159,PE,Santa Cruz do Capibaribe,2612505,city,2944,2727.51698,6,59,0,0.02,107937,True,False
38,2020-09-16,110,PE,Santa Filomena,2612554,city,24,165.7802,2,1,0,0.0417,14477,True,False
38,2020-09-16,140,PE,Santa Maria da Boa Vista,2612604,city,112,267.10548,2,2,0,0.0179,41931,True,False
38,2020-09-16,142,PE,Santa Maria do Cambucá,2612703,city,251,1775.48278,0,10,0,0.0398,14137,True,False
38,2020-09-16,113,PE,Santa Terezinha,2612802,city,88,744.81591,0,3,0,0.0341,11815,True,False
38,2020-09-16,130,PE,São Benedito do Sul,2612901,city,150,943.69299,7,7,0,0.0467,15895,True,False
38,2020-09-16,159,PE,São Bento do Una,2613008,city,676,1136.05808,6,25,0,0.037,59504,True,False
38,2020-09-16,160,PE,São Caitano,2613107,city,500,1342.46208,16,20,0,0.04,37245,True,False
38,2020-09-16,140,PE,São João,2613206,city,140,614.22367,0,5,0,0.0357,22793,True,False
38,2020-09-16,144,PE,São Joaquim do Monte,2613305,city,310,1451.58269,1,18,0,0.0581,21356,True,False
38,2020-09-16,158,PE,São José da Coroa Grande,2613404,city,359,1685.60428,4,15,0,0.0418,21298,True,False
38,2020-09-16,142,PE,São José do Belmonte,2613503,city,637,1875.7914,8,8,1,0.0126,33959,True,False
38,2020-09-16,153,PE,São José do Egito,2613602,city,447,1316.60334,0,6,0,0.0134,33951,True,False
38,2020-09-16,173,PE,São Lourenço da Mata,2613701,city,953,841.64974,2,119,-1,0.1249,113230,True,False
38,2020-09-16,153,PE,São Vicente Ferrer,2613800,city,428,2375.40238,0,14,0,0.0327,18018,True,False
38,2020-09-16,160,PE,Serra Talhada,2613909,city,4168,4826.8674,49,56,1,0.0134,86350,True,False
38,2020-09-16,128,PE,Serrita,2614006,city,110,573.96295,1,5,0,0.0455,19165,True,False
38,2020-09-16,159,PE,Sertânia,2614105,city,449,1250.45256,4,13,0,0.029,35907,True,False
38,2020-09-16,151,PE,Sirinhaém,2614204,city,391,852.50191,0,22,0,0.0563,45865,True,False
38,2020-09-16,106,PE,Solidão,2614402,city,99,1648.07724,0,0,0,0.0,6007,True,False
38,2020-09-16,154,PE,Surubim,2614501,city,1150,1766.8116,16,30,1,0.0261,65089,True,False
38,2020-09-16,149,PE,Tabira,2614600,city,512,1794.3506,2,9,0,0.0176,28534,True,False
38,2020-09-16,118,PE,Tacaimbó,2614709,city,205,1592.35669,0,3,0,0.0146,12874,True,False
38,2020-09-16,116,PE,Tacaratu,2614808,city,463,1797.01145,0,8,0,0.0173,25765,True,False
38,2020-09-16,147,PE,Tamandaré,2614857,city,364,1556.35369,0,14,0,0.0385,23388,True,False
38,2020-09-16,141,PE,Taquaritinga do Norte,2615003,city,83,288.44483,0,11,0,0.1325,28775,True,False
38,2020-09-16,128,PE,Terezinha,2615102,city,51,711.39629,0,1,0,0.0196,7169,True,False
38,2020-09-16,144,PE,Terra Nova,2615201,city,76,752.77338,0,1,0,0.0132,10096,True,False
38,2020-09-16,163,PE,Timbaúba,2615300,city,1361,2566.85904,1,46,0,0.0338,53022,True,False
38,2020-09-16,159,PE,Toritama,2615409,city,535,1183.13098,1,17,0,0.0318,45219,True,False
38,2020-09-16,159,PE,Tracunhaém,2615508,city,49,355.87189,1,10,0,0.2041,13769,True,False
38,2020-09-16,146,PE,Trindade,2615607,city,456,1494.05327,6,12,0,0.0263,30521,True,False
38,2020-09-16,155,PE,Triunfo,2615706,city,295,1933.91897,5,6,0,0.0203,15254,True,False
38,2020-09-16,151,PE,Tupanatinga,2615805,city,378,1384.41254,5,3,0,0.0079,27304,True,False
38,2020-09-16,150,PE,Tuparetama,2615904,city,61,743.72104,0,4,0,0.0656,8202,True,False
38,2020-09-16,144,PE,Venturosa,2616001,city,289,1563.68358,1,10,0,0.0346,18482,True,False
38,2020-09-16,118,PE,Verdejante,2616100,city,67,702.74806,1,1,0,0.0149,9534,True,False
38,2020-09-16,128,PE,Vertente do Lério,2616183,city,57,748.22788,0,2,0,0.0351,7618,True,False
38,2020-09-16,153,PE,Vertentes,2616209,city,166,800.7332,0,4,0,0.0241,20731,True,False
38,2020-09-16,150,PE,Vicência,2616308,city,253,775.05131,0,10,0,0.0395,32643,True,False
38,2020-09-16,163,PE,Vitória de Santo Antão,2616407,city,1891,1362.81413,9,146,1,0.0772,138757,True,False
38,2020-09-16,147,PE,Xexéu,2616506,city,241,1636.67233,0,15,0,0.0622,14725,True,False
38,2020-09-16,106,PI,Acauã,2200053,city,38,536.4201,0,0,0,0.0,7084,True,False
38,2020-09-16,98,PI,Agricolândia,2200103,city,57,1109.16521,0,0,0,0.0,5139,True,False
38,2020-09-16,147,PI,Água Branca,2200202,city,921,5289.75935,1,36,0,0.0391,17411,True,False
38,2020-09-16,112,PI,Alagoinha do Piauí,2200251,city,95,1241.66776,0,1,0,0.0105,7651,True,False
38,2020-09-16,94,PI,Alegrete do Piauí,2200277,city,140,2848.42319,3,0,0,0.0,4915,True,False
38,2020-09-16,128,PI,Alto Longá,2200301,city,152,1062.63982,6,5,0,0.0329,14304,True,False
38,2020-09-16,155,PI,Altos,2200400,city,1370,3380.71266,21,20,1,0.0146,40524,True,False
38,2020-09-16,146,PI,Alvorada do Gurguéia,2200459,city,43,793.50434,0,2,0,0.0465,5419,True,False
38,2020-09-16,138,PI,Amarante,2200509,city,341,1937.7202,5,6,0,0.0176,17598,True,False
38,2020-09-16,152,PI,Angical do Piauí,2200608,city,94,1384.7967,0,3,0,0.0319,6788,True,False
38,2020-09-16,145,PI,Anísio de Abreu,2200707,city,96,971.65992,0,0,0,0.0,9880,True,False
38,2020-09-16,81,PI,Antônio Almeida,2200806,city,211,6668.7737,0,1,0,0.0047,3164,True,False
38,2020-09-16,141,PI,Aroazes,2200905,city,54,925.44987,1,3,0,0.0556,5835,True,False
38,2020-09-16,76,PI,Aroeiras do Itaim,2200954,city,70,2744.02195,1,1,0,0.0143,2551,True,False
38,2020-09-16,24,PI,Arraial,2201002,city,23,486.56653,8,0,0,0.0,4727,True,False
38,2020-09-16,94,PI,Assunção do Piauí,2201051,city,128,1631.40454,1,1,0,0.0078,7846,True,False
38,2020-09-16,122,PI,Avelino Lopes,2201101,city,29,256.88724,0,3,0,0.1034,11289,True,False
38,2020-09-16,133,PI,Baixa Grande do Ribeiro,2201150,city,1125,9709.99482,5,9,0,0.008,11586,True,False
38,2020-09-16,86,PI,Barra D'Alcântara,2201176,city,12,303.72058,1,1,0,0.0833,3951,True,False
38,2020-09-16,143,PI,Barras,2201200,city,2528,5371.18089,8,54,0,0.0214,47066,True,False
38,2020-09-16,117,PI,Barreiras do Piauí,2201309,city,27,806.45161,0,0,0,0.0,3348,True,False
38,2020-09-16,115,PI,Barro Duro,2201408,city,407,5787.82708,4,6,0,0.0147,7032,True,False
38,2020-09-16,136,PI,Batalha,2201507,city,406,1511.71017,1,9,0,0.0222,26857,True,False
38,2020-09-16,125,PI,Bela Vista do Piauí,2201556,city,32,797.01121,0,0,0,0.0,4015,True,False
38,2020-09-16,121,PI,Belém do Piauí,2201572,city,96,2692.09198,0,3,0,0.0312,3566,True,False
38,2020-09-16,136,PI,Beneditinos,2201606,city,247,2359.79746,3,8,0,0.0324,10467,True,False
38,2020-09-16,137,PI,Bertolínia,2201705,city,330,5998.90929,15,4,0,0.0121,5501,True,False
38,2020-09-16,150,PI,Betânia do Piauí,2201739,city,28,451.24899,0,1,0,0.0357,6205,True,False
38,2020-09-16,141,PI,Boa Hora,2201770,city,93,1371.47913,0,0,0,0.0,6781,True,False
38,2020-09-16,118,PI,Bocaina,2201804,city,103,2288.88889,0,1,0,0.0097,4500,True,False
38,2020-09-16,146,PI,Bom Jesus,2201903,city,1195,4746.01851,24,12,0,0.01,25179,True,False
38,2020-09-16,153,PI,Bom Princípio do Piauí,2201919,city,41,728.24156,0,3,0,0.0732,5630,True,False
38,2020-09-16,155,PI,Bonfim do Piauí,2201929,city,69,1216.93122,1,1,0,0.0145,5670,True,False
38,2020-09-16,103,PI,Boqueirão do Piauí,2201945,city,138,2153.89418,0,1,0,0.0072,6407,True,False
38,2020-09-16,114,PI,Brasileira,2201960,city,112,1344.69924,4,1,0,0.0089,8329,True,False
38,2020-09-16,75,PI,Brejo do Piauí,2201988,city,13,335.48387,0,0,0,0.0,3875,True,False
38,2020-09-16,144,PI,Buriti dos Lopes,2202000,city,726,3670.18856,3,12,0,0.0165,19781,True,False
38,2020-09-16,120,PI,Buriti dos Montes,2202026,city,31,376.03105,0,1,0,0.0323,8244,True,False
38,2020-09-16,121,PI,Cabeceiras do Piauí,2202059,city,211,1993.19856,2,5,0,0.0237,10586,True,False
38,2020-09-16,117,PI,Cajazeiras do Piauí,2202075,city,7,196.68446,0,0,0,0.0,3559,True,False
38,2020-09-16,106,PI,Cajueiro da Praia,2202083,city,297,3886.41717,0,8,0,0.0269,7642,True,False
38,2020-09-16,117,PI,Caldeirão Grande do Piauí,2202091,city,126,2181.44044,0,0,0,0.0,5776,True,False
38,2020-09-16,112,PI,Campinas do Piauí,2202109,city,37,659.18404,3,1,0,0.027,5613,True,False
38,2020-09-16,113,PI,Campo Alegre do Fidalgo,2202117,city,14,277.50248,1,1,0,0.0714,5045,True,False
38,2020-09-16,125,PI,Campo Grande do Piauí,2202133,city,108,1817.26401,1,1,0,0.0093,5943,True,False
38,2020-09-16,118,PI,Campo Largo do Piauí,2202174,city,194,2665.20126,0,4,0,0.0206,7279,True,False
38,2020-09-16,167,PI,Campo Maior,2202208,city,2252,4808.57515,18,43,0,0.0191,46833,True,False
38,2020-09-16,8,PI,Canavieira,2202251,city,7,177.21519,0,1,0,0.1429,3950,True,False
38,2020-09-16,145,PI,Canto do Buriti,2202307,city,298,1406.52287,1,6,0,0.0201,21187,True,False
38,2020-09-16,121,PI,Capitão de Campos,2202406,city,175,1532.80196,5,1,0,0.0057,11417,True,False
38,2020-09-16,119,PI,Capitão Gervásio Oliveira,2202455,city,20,487.80488,0,1,0,0.05,4100,True,False
38,2020-09-16,157,PI,Caracol,2202505,city,163,1493.22096,1,3,0,0.0184,10916,True,False
38,2020-09-16,112,PI,Caraúbas do Piauí,2202539,city,160,2726.65303,0,3,0,0.0187,5868,True,False
38,2020-09-16,102,PI,Caridade do Piauí,2202554,city,35,690.74403,0,0,0,0.0,5067,True,False
38,2020-09-16,147,PI,Castelo do Piauí,2202604,city,129,654.29093,0,4,0,0.031,19716,True,False
38,2020-09-16,107,PI,Caxingó,2202653,city,106,1954.27729,0,0,0,0.0,5424,True,False
38,2020-09-16,136,PI,Cocal,2202703,city,684,2461.58275,0,16,0,0.0234,27787,True,False
38,2020-09-16,132,PI,Cocal de Telha,2202711,city,80,1635.65733,0,3,0,0.0375,4891,True,False
38,2020-09-16,138,PI,Cocal dos Alves,2202729,city,164,2665.36649,1,4,0,0.0244,6153,True,False
38,2020-09-16,133,PI,Coivaras,2202737,city,101,2512.43781,0,2,1,0.0198,4020,True,False
38,2020-09-16,150,PI,Colônia do Gurguéia,2202752,city,47,724.8612,0,2,0,0.0426,6484,True,False
38,2020-09-16,138,PI,Colônia do Piauí,2202778,city,56,731.45246,0,1,0,0.0179,7656,True,False
38,2020-09-16,77,PI,Conceição do Canindé,2202802,city,18,374.76577,0,1,0,0.0556,4803,True,False
38,2020-09-16,87,PI,Coronel José Dias,2202851,city,25,533.95985,1,1,0,0.04,4682,True,False
38,2020-09-16,143,PI,Corrente,2202901,city,337,1264.8251,22,3,0,0.0089,26644,True,False
38,2020-09-16,51,PI,Cristalândia do Piauí,2203008,city,11,132.62599,0,0,0,0.0,8294,True,False
38,2020-09-16,117,PI,Cristino Castro,2203107,city,98,940.22834,2,1,0,0.0102,10423,True,False
38,2020-09-16,121,PI,Curimatá,2203206,city,172,1510.36178,1,1,0,0.0058,11388,True,False
38,2020-09-16,133,PI,Currais,2203230,city,150,3027.85628,3,1,0,0.0067,4954,True,False
38,2020-09-16,112,PI,Curralinhos,2203255,city,164,3691.19964,4,0,0,0.0,4443,True,False
38,2020-09-16,114,PI,Curral Novo do Piauí,2203271,city,52,973.23601,0,0,0,0.0,5343,True,False
38,2020-09-16,154,PI,Demerval Lobão,2203305,city,1010,7309.83571,2,3,0,0.003,13817,True,False
38,2020-09-16,124,PI,Dirceu Arcoverde,2203354,city,98,1397.80345,2,1,0,0.0102,7011,True,False
38,2020-09-16,129,PI,Dom Expedito Lopes,2203404,city,80,1158.74855,0,2,0,0.025,6904,True,False
38,2020-09-16,117,PI,Domingos Mourão,2203420,city,15,344.43169,0,0,0,0.0,4355,True,False
38,2020-09-16,122,PI,Dom Inocêncio,2203453,city,59,617.41314,3,1,0,0.0169,9556,True,False
38,2020-09-16,144,PI,Elesbão Veloso,2203503,city,294,2013.42282,0,8,0,0.0272,14602,True,False
38,2020-09-16,69,PI,Eliseu Martins,2203602,city,18,366.22584,0,2,0,0.1111,4915,True,False
38,2020-09-16,153,PI,Esperantina,2203701,city,997,2508.99665,1,27,0,0.0271,39737,True,False
38,2020-09-16,143,PI,Fartura do Piauí,2203750,city,32,602.9772,0,1,0,0.0312,5307,True,False
38,2020-09-16,103,PI,Flores do Piauí,2203800,city,17,380.9097,0,1,0,0.0588,4463,True,False
38,2020-09-16,99,PI,Floresta do Piauí,2203859,city,59,2306.48944,0,2,0,0.0339,2558,True,False
38,2020-09-16,151,PI,Floriano,2203909,city,2279,3802.45266,31,30,1,0.0132,59935,True,False
38,2020-09-16,153,PI,Francinópolis,2204006,city,34,635.75168,0,0,0,0.0,5348,True,False
38,2020-09-16,140,PI,Francisco Ayres,2204105,city,26,597.97608,0,0,0,0.0,4348,True,False
38,2020-09-16,58,PI,Francisco Macedo,2204154,city,121,3800.25126,0,1,0,0.0083,3184,True,False
38,2020-09-16,137,PI,Francisco Santos,2204204,city,63,676.0382,0,0,0,0.0,9319,True,False
38,2020-09-16,132,PI,Fronteiras,2204303,city,154,1324.73118,0,1,0,0.0065,11625,True,False
38,2020-09-16,90,PI,Geminiano,2204352,city,73,1341.4186,4,2,0,0.0274,5442,True,False
38,2020-09-16,115,PI,Gilbués,2204402,city,136,1272.21703,0,1,0,0.0074,10690,True,False
38,2020-09-16,114,PI,Guadalupe,2204501,city,81,771.50205,0,1,0,0.0123,10499,True,False
38,2020-09-16,70,PI,Guaribas,2204550,city,13,284.96274,0,0,0,0.0,4562,True,False
38,2020-09-16,121,PI,Hugo Napoleão,2204600,city,291,7505.80346,0,2,0,0.0069,3877,True,False
38,2020-09-16,146,PI,Ilha Grande,2204659,city,251,2662.84744,0,4,0,0.0159,9426,True,False
38,2020-09-16,154,PI,Inhuma,2204709,city,197,1286.90881,0,2,0,0.0102,15308,True,False
38,2020-09-16,132,PI,Ipiranga do Piauí,2204808,city,149,1518.7035,1,1,0,0.0067,9811,True,False
38,2020-09-16,112,PI,Isaías Coelho,2204907,city,112,1310.09475,1,1,0,0.0089,8549,True,False
38,2020-09-16,116,PI,Itainópolis,2205003,city,54,468.34345,1,1,0,0.0185,11530,True,False
38,2020-09-16,150,PI,Itaueira,2205102,city,30,272.25701,0,2,0,0.0667,11019,True,False
38,2020-09-16,82,PI,Jacobina do Piauí,2205151,city,11,191.60425,0,0,0,0.0,5741,True,False
38,2020-09-16,121,PI,Jaicós,2205201,city,101,528.68509,0,7,0,0.0693,19104,True,False
38,2020-09-16,41,PI,Jardim do Mulato,2205250,city,14,310.83481,0,0,0,0.0,4504,True,False
38,2020-09-16,102,PI,Jatobá do Piauí,2205276,city,46,945.52929,0,1,0,0.0217,4865,True,False
38,2020-09-16,107,PI,Jerumenha,2205300,city,106,2380.95238,3,2,0,0.0189,4452,True,False
38,2020-09-16,45,PI,João Costa,2205359,city,19,631.64894,0,0,0,0.0,3008,True,False
38,2020-09-16,120,PI,Joaquim Pires,2205409,city,740,5155.35739,1,8,0,0.0108,14354,True,False
38,2020-09-16,93,PI,Joca Marques,2205458,city,327,6007.71633,0,1,0,0.0031,5443,True,False
38,2020-09-16,146,PI,José de Freitas,2205508,city,1146,2922.87288,11,18,1,0.0157,39208,True,False
38,2020-09-16,121,PI,Juazeiro do Piauí,2205516,city,67,1223.07411,0,0,0,0.0,5478,True,False
38,2020-09-16,138,PI,Júlio Borges,2205524,city,12,213.25751,0,2,0,0.1667,5627,True,False
38,2020-09-16,80,PI,Jurema,2205532,city,20,419.90342,0,1,0,0.05,4763,True,False
38,2020-09-16,92,PI,Lagoa Alegre,2205557,city,196,2294.5446,0,5,0,0.0255,8542,True,False
38,2020-09-16,110,PI,Lagoa de São Francisco,2205573,city,55,813.85025,0,3,1,0.0545,6758,True,False
38,2020-09-16,151,PI,Lagoa do Barro do Piauí,2205565,city,317,6809.88185,0,1,0,0.0032,4655,True,False
38,2020-09-16,127,PI,Lagoa do Piauí,2205581,city,277,6815.94488,0,2,0,0.0072,4064,True,False
38,2020-09-16,124,PI,Lagoa do Sítio,2205599,city,25,482.90516,1,3,0,0.12,5177,True,False
