epidemiological_week,date,order_for_place,state,city,city_ibge_code,place_type,last_available_confirmed,last_available_confirmed_per_100k_inhabitants,new_confirmed,last_available_deaths,new_deaths,last_available_death_rate,estimated_population_2019,is_last,is_repeated
38,2020-09-15,134,SC,Trombudo Central,4218608,city,123,1671.19565,0,4,0,0.0325,7360,True,False
38,2020-09-15,182,SC,Tubarão,4218707,city,4768,4511.4774,11,78,1,0.0164,105686,True,False
38,2020-09-15,143,SC,Tunápolis,4218756,city,318,6999.77988,9,0,0,0.0,4543,True,False
38,2020-09-15,143,SC,Turvo,4218806,city,374,2899.44957,0,2,0,0.0053,12899,True,False
38,2020-09-15,110,SC,União do Oeste,4218855,city,38,1542.20779,0,0,0,0.0,2464,True,False
38,2020-09-15,112,SC,Urubici,4218905,city,130,1157.09835,0,2,0,0.0154,11235,True,False
38,2020-09-15,34,SC,Urupema,4218954,city,2,81.1359,0,0,0,0.0,2465,True,False
38,2020-09-15,172,SC,Urussanga,4219002,city,678,3187.88791,3,14,0,0.0206,21268,True,False
38,2020-09-15,112,SC,Vargeão,4219101,city,39,1091.51973,0,1,0,0.0256,3573,True,False
38,2020-09-15,125,SC,Vargem,4219150,city,72,2906.74203,3,1,0,0.0139,2477,True,False
38,2020-09-15,146,SC,Vargem Bonita,4219176,city,83,1847.7293,0,1,0,0.012,4492,True,False
38,2020-09-15,160,SC,Vidal Ramos,4219200,city,34,536.44683,0,0,0,0.0,6338,True,False
38,2020-09-15,163,SC,Videira,4219309,city,1563,2945.44427,9,12,0,0.0077,53065,True,False
38,2020-09-15,77,SC,Vitor Meireles,4219358,city,66,1325.56738,0,0,0,0.0,4979,True,False
38,2020-09-15,76,SC,Witmarsum,4219408,city,30,756.62043,-1,0,0,0.0,3965,True,False
38,2020-09-15,133,SC,Xanxerê,4219507,city,1987,3897.454,18,26,0,0.0131,50982,True,False
38,2020-09-15,143,SC,Xavantina,4219606,city,81,2059.49657,1,0,0,0.0,3933,True,False
38,2020-09-15,150,SC,Xaxim,4219705,city,1127,3926.0085,3,30,0,0.0266,28706,True,False
38,2020-09-15,141,SC,Zortéa,4219853,city,325,9663.99048,1,2,0,0.0062,3363,True,False
38,2020-09-15,129,SE,Amparo de São Francisco,2800100,city,72,3032.85594,0,0,0,0.0,2374,True,False
38,2020-09-15,141,SE,Aquidabã,2800209,city,548,2541.39034,2,14,0,0.0255,21563,True,False
38,2020-09-15,186,SE,Aracaju,2800308,city,34158,5198.98389,51,711,0,0.0208,657013,True,False
38,2020-09-15,137,SE,Arauá,2800407,city,312,3102.6253,0,8,0,0.0256,10056,True,False
38,2020-09-15,142,SE,Areia Branca,2800506,city,695,3748.24722,3,17,0,0.0245,18542,True,False
38,2020-09-15,144,SE,Barra dos Coqueiros,2800605,city,1140,3749.13671,0,21,0,0.0184,30407,True,False
38,2020-09-15,138,SE,Boquim,2800670,city,579,2159.15871,6,15,0,0.0259,26816,True,False
38,2020-09-15,121,SE,Brejo Grande,2800704,city,170,2045.97424,0,7,0,0.0412,8309,True,False
38,2020-09-15,137,SE,Campo do Brito,2801009,city,643,3550.72064,0,12,0,0.0187,18109,True,False
38,2020-09-15,119,SE,Canhoba,2801108,city,90,2245.50898,0,0,0,0.0,4008,True,False
38,2020-09-15,142,SE,Canindé de São Francisco,2801207,city,362,1210.70234,0,8,0,0.0221,29900,True,False
38,2020-09-15,167,SE,Capela,2801306,city,703,2054.7745,-1,19,0,0.027,34213,True,False
38,2020-09-15,139,SE,Carira,2801405,city,833,3772.30323,1,16,0,0.0192,22082,True,False
38,2020-09-15,130,SE,Carmópolis,2801504,city,274,1647.22857,0,13,0,0.0474,16634,True,False
38,2020-09-15,136,SE,Cedro de São João,2801603,city,389,6596.57453,0,10,0,0.0257,5897,True,False
38,2020-09-15,143,SE,Cristinápolis,2801702,city,330,1846.25713,1,17,0,0.0515,17874,True,False
38,2020-09-15,118,SE,Cumbe,2801900,city,59,1479.80938,0,1,0,0.0169,3987,True,False
38,2020-09-15,137,SE,Divina Pastora,2802007,city,164,3191.90346,0,4,0,0.0244,5138,True,False
38,2020-09-15,150,SE,Estância,2802106,city,2616,3781.22109,2,78,0,0.0298,69184,True,False
38,2020-09-15,123,SE,Feira Nova,2802205,city,55,984.95702,0,1,0,0.0182,5584,True,False
38,2020-09-15,138,SE,Frei Paulo,2802304,city,439,2846.7674,1,17,0,0.0387,15421,True,False
38,2020-09-15,130,SE,Gararu,2802403,city,26,224.06067,0,6,0,0.2308,11604,True,False
38,2020-09-15,123,SE,General Maynard,2802502,city,128,3825.46324,1,4,0,0.0312,3346,True,False
38,2020-09-15,130,SE,Graccho Cardoso,2802601,city,71,1220.35064,0,0,0,0.0,5818,True,False
38,2020-09-15,118,SE,Ilha das Flores,2802700,city,204,2394.3662,0,10,1,0.049,8520,True,False
38,2020-09-15,151,SE,Indiaroba,2802809,city,156,868.74199,1,11,0,0.0705,17957,True,False
38,2020-09-15,165,SE,Itabaiana,2802908,city,4510,4726.12573,5,89,1,0.0197,95427,True,False
38,2020-09-15,153,SE,Itabaianinha,2803005,city,984,2346.88037,2,30,0,0.0305,41928,True,False
38,2020-09-15,121,SE,Itabi,2803104,city,40,815.82704,0,0,0,0.0,4903,True,False
38,2020-09-15,151,SE,Itaporanga d'Ajuda,2803203,city,913,2657.46886,1,28,0,0.0307,34356,True,False
38,2020-09-15,129,SE,Japaratuba,2803302,city,308,1643.28016,1,19,0,0.0617,18743,True,False
38,2020-09-15,141,SE,Japoatã,2803401,city,85,632.72294,0,6,0,0.0706,13434,True,False
38,2020-09-15,153,SE,Lagarto,2803500,city,2634,2522.79519,0,82,0,0.0311,104408,True,False
38,2020-09-15,139,SE,Laranjeiras,2803609,city,284,952.18936,1,19,0,0.0669,29826,True,False
38,2020-09-15,139,SE,Macambira,2803708,city,159,2298.01995,0,2,0,0.0126,6919,True,False
38,2020-09-15,136,SE,Malhada dos Bois,2803807,city,110,2987.50679,0,0,0,0.0,3682,True,False
38,2020-09-15,136,SE,Malhador,2803906,city,393,3114.59819,0,13,0,0.0331,12618,True,False
38,2020-09-15,143,SE,Maruim,2804003,city,290,1684.77314,0,18,0,0.0621,17213,True,False
38,2020-09-15,133,SE,Moita Bonita,2804102,city,705,6219.67358,0,7,0,0.0099,11335,True,False
38,2020-09-15,123,SE,Monte Alegre de Sergipe,2804201,city,291,1935.99894,2,6,0,0.0206,15031,True,False
38,2020-09-15,139,SE,Muribeca,2804300,city,81,1062.29508,0,5,0,0.0617,7625,True,False
38,2020-09-15,119,SE,Neópolis,2804409,city,421,2249.05177,0,17,0,0.0404,18719,True,False
38,2020-09-15,123,SE,Nossa Senhora Aparecida,2804458,city,188,2137.33515,20,3,0,0.016,8796,True,False
38,2020-09-15,179,SE,Nossa Senhora da Glória,2804508,city,1158,3136.1716,1,23,1,0.0199,36924,True,False
38,2020-09-15,129,SE,Nossa Senhora das Dores,2804607,city,788,2959.17984,0,23,0,0.0292,26629,True,False
38,2020-09-15,134,SE,Nossa Senhora de Lourdes,2804706,city,85,1311.12139,0,4,0,0.0471,6483,True,False
38,2020-09-15,154,SE,Nossa Senhora do Socorro,2804805,city,3278,1785.13081,15,174,1,0.0531,183628,True,False
38,2020-09-15,161,SE,Pacatuba,2804904,city,268,1857.49931,0,10,0,0.0373,14428,True,False
38,2020-09-15,118,SE,Pedra Mole,2805000,city,68,2085.24992,0,2,0,0.0294,3261,True,False
38,2020-09-15,129,SE,Pedrinhas,2805109,city,177,1843.36597,0,3,0,0.0169,9602,True,False
38,2020-09-15,135,SE,Pinhão,2805208,city,92,1399.02676,0,8,0,0.087,6576,True,False
38,2020-09-15,120,SE,Pirambu,2805307,city,94,1012.93103,1,8,0,0.0851,9280,True,False
38,2020-09-15,133,SE,Poço Redondo,2805406,city,171,491.73257,11,8,0,0.0468,34775,True,False
38,2020-09-15,130,SE,Poço Verde,2805505,city,359,1512.98045,-1,15,1,0.0418,23728,True,False
38,2020-09-15,149,SE,Porto da Folha,2805604,city,610,2133.16548,0,11,0,0.018,28596,True,False
38,2020-09-15,182,SE,Propriá,2805703,city,1125,3797.34017,1,33,0,0.0293,29626,True,False
38,2020-09-15,134,SE,Riachão do Dantas,2805802,city,513,2590.25499,0,17,0,0.0331,19805,True,False
38,2020-09-15,132,SE,Riachuelo,2805901,city,380,3720.74807,0,6,0,0.0158,10213,True,False
38,2020-09-15,142,SE,Ribeirópolis,2806008,city,410,2198.15569,1,13,1,0.0317,18652,True,False
38,2020-09-15,142,SE,Rosário do Catete,2806107,city,311,2865.03915,0,5,0,0.0161,10855,True,False
38,2020-09-15,136,SE,Salgado,2806206,city,176,880.08801,3,11,0,0.0625,19998,True,False
38,2020-09-15,137,SE,Santa Luzia do Itanhy,2806305,city,239,1702.88564,0,4,0,0.0167,14035,True,False
38,2020-09-15,130,SE,Santana do São Francisco,2806404,city,216,2776.34961,0,7,0,0.0324,7780,True,False
38,2020-09-15,118,SE,Santa Rosa de Lima,2806503,city,112,2862.25403,6,3,0,0.0268,3913,True,False
38,2020-09-15,139,SE,Santo Amaro das Brotas,2806602,city,249,2057.51116,0,6,0,0.0241,12102,True,False
38,2020-09-15,154,SE,São Cristóvão,2806701,city,2084,2313.70459,3,85,0,0.0408,90072,True,False
38,2020-09-15,128,SE,São Domingos,2806800,city,258,2316.60232,0,6,0,0.0233,11137,True,False
38,2020-09-15,123,SE,São Francisco,2806909,city,84,2255.6391,0,4,0,0.0476,3724,True,False
38,2020-09-15,120,SE,São Miguel do Aleixo,2807006,city,161,4096.69211,1,2,0,0.0124,3930,True,False
38,2020-09-15,162,SE,Simão Dias,2807105,city,1141,2818.39739,0,36,0,0.0316,40484,True,False
38,2020-09-15,122,SE,Siriri,2807204,city,337,3789.49736,0,5,0,0.0148,8893,True,False
38,2020-09-15,118,SE,Telha,2807303,city,218,6755.50046,1,2,0,0.0092,3227,True,False
38,2020-09-15,139,SE,Tobias Barreto,2807402,city,1556,2981.35694,0,36,0,0.0231,52191,True,False
38,2020-09-15,147,SE,Tomar do Geru,2807501,city,190,1403.6643,4,8,0,0.0421,13536,True,False
38,2020-09-15,141,SE,Umbaúba,2807600,city,683,2700.24512,10,20,0,0.0293,25294,True,False
38,2020-09-15,134,TO,Abreulândia,1700251,city,67,2597.90617,0,3,0,0.0448,2579,True,False
38,2020-09-15,137,TO,Aguiarnópolis,1700301,city,408,6059.70593,0,8,0,0.0196,6733,True,False
38,2020-09-15,133,TO,Aliança do Tocantins,1700350,city,114,2115.02783,3,2,0,0.0175,5390,True,False
38,2020-09-15,116,TO,Almas,1700400,city,79,1119.77321,0,2,0,0.0253,7055,True,False
38,2020-09-15,132,TO,Alvorada,1700707,city,499,5932.0019,4,7,0,0.014,8412,True,False
38,2020-09-15,137,TO,Ananás,1701002,city,235,2460.99068,0,6,0,0.0255,9549,True,False
38,2020-09-15,121,TO,Angico,1701051,city,59,1718.61346,0,0,0,0.0,3433,True,False
38,2020-09-15,116,TO,Aparecida do Rio Negro,1701101,city,41,855.05735,0,0,0,0.0,4795,True,False
38,2020-09-15,125,TO,Aragominas,1701309,city,180,3126.08545,0,2,0,0.0111,5758,True,False
38,2020-09-15,116,TO,Araguacema,1701903,city,51,719.72904,0,0,0,0.0,7086,True,False
38,2020-09-15,122,TO,Araguaçu,1702000,city,448,5260.0681,2,7,0,0.0156,8517,True,False
38,2020-09-15,173,TO,Araguaína,1702109,city,14209,7873.33075,73,187,3,0.0132,180470,True,False
38,2020-09-15,117,TO,Araguanã,1702158,city,168,2932.44894,0,7,0,0.0417,5729,True,False
38,2020-09-15,138,TO,Araguatins,1702208,city,826,2309.77881,4,23,0,0.0278,35761,True,False
38,2020-09-15,126,TO,Arapoema,1702307,city,98,1475.23709,0,3,0,0.0306,6643,True,False
38,2020-09-15,116,TO,Arraias,1702406,city,101,955.80581,6,0,0,0.0,10567,True,False
38,2020-09-15,142,TO,Augustinópolis,1702554,city,607,3296.76298,0,8,0,0.0132,18412,True,False
38,2020-09-15,131,TO,Aurora do Tocantins,1702703,city,31,825.12643,1,0,0,0.0,3757,True,False
38,2020-09-15,140,TO,Axixá do Tocantins,1702901,city,324,3321.03321,18,3,0,0.0093,9756,True,False
38,2020-09-15,122,TO,Babaçulândia,1703008,city,203,1903.6009,0,2,0,0.0099,10664,True,False
38,2020-09-15,140,TO,Bandeirantes do Tocantins,1703057,city,36,1013.22826,0,1,0,0.0278,3553,True,False
38,2020-09-15,117,TO,Barra do Ouro,1703073,city,41,893.05162,2,4,0,0.0976,4591,True,False
38,2020-09-15,134,TO,Barrolândia,1703107,city,102,1811.07955,0,1,0,0.0098,5632,True,False
38,2020-09-15,116,TO,Bernardo Sayão,1703206,city,38,852.20902,2,3,0,0.0789,4459,True,False
38,2020-09-15,116,TO,Bom Jesus do Tocantins,1703305,city,77,1573.35513,-1,0,0,0.0,4894,True,False
38,2020-09-15,116,TO,Brasilândia do Tocantins,1703602,city,49,2226.26079,0,1,0,0.0204,2201,True,False
38,2020-09-15,116,TO,Brejinho de Nazaré,1703701,city,69,1255.23013,1,4,0,0.058,5497,True,False
38,2020-09-15,129,TO,Buriti do Tocantins,1703800,city,218,1921.04336,3,0,0,0.0,11348,True,False
38,2020-09-15,121,TO,Cachoeirinha,1703826,city,24,1054.94505,0,0,0,0.0,2275,True,False
38,2020-09-15,120,TO,Campos Lindos,1703842,city,268,2649.26849,26,2,0,0.0075,10116,True,False
38,2020-09-15,158,TO,Cariri do Tocantins,1703867,city,174,3970.78959,1,3,0,0.0172,4382,True,False
38,2020-09-15,116,TO,Carmolândia,1703883,city,62,2403.10078,0,1,0,0.0161,2580,True,False
38,2020-09-15,116,TO,Carrasco Bonito,1703891,city,222,5421.24542,-1,0,0,0.0,4095,True,False
38,2020-09-15,126,TO,Caseara,1703909,city,40,745.01769,0,1,0,0.025,5369,True,False
38,2020-09-15,116,TO,Centenário,1704105,city,85,2925.98967,0,3,0,0.0353,2905,True,False
38,2020-09-15,116,TO,Chapada da Natividade,1705102,city,52,1560.15602,0,1,0,0.0192,3333,True,False
38,2020-09-15,116,TO,Chapada de Areia,1704600,city,33,2347.08393,0,1,0,0.0303,1406,True,False
38,2020-09-15,139,TO,Colinas do Tocantins,1705508,city,2316,6537.94038,49,20,0,0.0086,35424,True,False
38,2020-09-15,120,TO,Colméia,1716703,city,207,2522.85192,0,8,0,0.0386,8205,True,False
38,2020-09-15,116,TO,Combinado,1705557,city,82,1690.02473,0,1,0,0.0122,4852,True,False
38,2020-09-15,116,TO,Conceição do Tocantins,1705607,city,17,414.12911,0,3,0,0.1765,4105,True,False
38,2020-09-15,144,TO,Couto Magalhães,1706001,city,91,1628.48962,0,3,0,0.033,5588,True,False
38,2020-09-15,132,TO,Cristalândia,1706100,city,46,631.08794,1,2,0,0.0435,7289,True,False
38,2020-09-15,119,TO,Crixás do Tocantins,1706258,city,43,2497.0964,0,0,0,0.0,1722,True,False
38,2020-09-15,133,TO,Darcinópolis,1706506,city,377,6183.36887,1,4,0,0.0106,6097,True,False
38,2020-09-15,165,TO,Dianópolis,1707009,city,347,1567.3698,2,8,0,0.0231,22139,True,False
38,2020-09-15,118,TO,Divinópolis do Tocantins,1707108,city,194,2811.5942,1,0,0,0.0,6900,True,False
38,2020-09-15,116,TO,Dois Irmãos do Tocantins,1707207,city,31,430.67519,0,3,0,0.0968,7198,True,False
38,2020-09-15,130,TO,Dueré,1707306,city,97,2069.99573,0,1,0,0.0103,4686,True,False
38,2020-09-15,125,TO,Esperantina,1707405,city,281,2555.47472,6,6,0,0.0214,10996,True,False
38,2020-09-15,134,TO,Fátima,1707553,city,165,4302.47718,0,3,0,0.0182,3835,True,False
38,2020-09-15,132,TO,Figueirópolis,1707652,city,134,2546.07638,0,4,0,0.0299,5263,True,False
38,2020-09-15,134,TO,Filadélfia,1707702,city,168,1897.01897,-1,3,0,0.0179,8856,True,False
38,2020-09-15,133,TO,Formoso do Araguaia,1708205,city,1107,6003.2538,0,12,0,0.0108,18440,True,False
38,2020-09-15,116,TO,Goianorte,1708304,city,85,1659.18407,7,2,0,0.0235,5123,True,False
38,2020-09-15,130,TO,Goiatins,1709005,city,442,3395.03802,0,5,0,0.0113,13019,True,False
38,2020-09-15,143,TO,Guaraí,1709302,city,847,3267.36875,8,17,0,0.0201,25923,True,False
38,2020-09-15,161,TO,Gurupi,1709500,city,3174,3663.13894,1,41,0,0.0129,86647,True,False
38,2020-09-15,118,TO,Ipueiras,1709807,city,26,1290.32258,0,1,0,0.0385,2015,True,False
38,2020-09-15,116,TO,Itacajá,1710508,city,337,4533.8356,9,7,0,0.0208,7433,True,False
38,2020-09-15,126,TO,Itaguatins,1710706,city,133,2268.0764,0,2,0,0.015,5864,True,False
38,2020-09-15,116,TO,Itapiratins,1710904,city,122,3230.07678,2,0,0,0.0,3777,True,False
38,2020-09-15,116,TO,Itaporã do Tocantins,1711100,city,104,4285.12567,0,0,0,0.0,2427,True,False
38,2020-09-15,116,TO,Jaú do Tocantins,1711506,city,46,1195.11561,1,2,0,0.0435,3849,True,False
38,2020-09-15,116,TO,Juarina,1711803,city,39,1778.38577,1,1,0,0.0256,2193,True,False
38,2020-09-15,116,TO,Lagoa da Confusão,1711902,city,452,3383.99341,12,4,0,0.0088,13357,True,False
38,2020-09-15,116,TO,Lagoa do Tocantins,1711951,city,53,1227.98888,0,4,0,0.0755,4316,True,False
38,2020-09-15,119,TO,Lajeado,1712009,city,45,1435.86471,0,0,0,0.0,3134,True,False
38,2020-09-15,116,TO,Lavandeira,1712157,city,29,1508.06032,5,0,0,0.0,1923,True,False
38,2020-09-15,135,TO,Lizarda,1712405,city,60,1604.27807,0,1,0,0.0167,3740,True,False
38,2020-09-15,117,TO,Luzinópolis,1712454,city,126,4054.05405,3,2,0,0.0159,3108,True,False
38,2020-09-15,129,TO,Marianópolis do Tocantins,1712504,city,78,1507.24638,0,3,0,0.0385,5175,True,False
38,2020-09-15,116,TO,Mateiros,1712702,city,13,484.35171,0,0,0,0.0,2684,True,False
38,2020-09-15,132,TO,Maurilândia do Tocantins,1712801,city,44,1284.29656,0,1,0,0.0227,3426,True,False
38,2020-09-15,136,TO,Miracema do Tocantins,1713205,city,553,3030.46909,12,7,0,0.0127,18248,True,False
38,2020-09-15,136,TO,Miranorte,1713304,city,489,3640.01787,2,7,0,0.0143,13434,True,False
38,2020-09-15,116,TO,Monte do Carmo,1713601,city,61,767.58525,2,0,0,0.0,7947,True,False
38,2020-09-15,116,TO,Monte Santo do Tocantins,1713700,city,33,1448.00351,0,0,0,0.0,2279,True,False
38,2020-09-15,116,TO,Muricilândia,1713957,city,73,2055.75894,0,0,0,0.0,3551,True,False
38,2020-09-15,116,TO,Natividade,1714203,city,164,1774.12376,-1,1,0,0.0061,9244,True,False
38,2020-09-15,118,TO,Nazaré,1714302,city,181,4643.40688,1,4,0,0.0221,3898,True,False
38,2020-09-15,140,TO,Nova Olinda,1714880,city,404,3418.22489,0,14,0,0.0347,11819,True,False
38,2020-09-15,133,TO,Nova Rosalândia,1715002,city,122,2863.84977,0,3,0,0.0246,4260,True,False
38,2020-09-15,134,TO,Novo Acordo,1715101,city,19,437.58637,0,0,0,0.0,4342,True,False
38,2020-09-15,116,TO,Novo Alegre,1715150,city,4,171.52659,0,1,0,0.25,2332,True,False
38,2020-09-15,116,TO,Novo Jardim,1715259,city,23,844.96694,0,0,0,0.0,2722,True,False
38,2020-09-15,125,TO,Oliveira de Fátima,1715507,city,48,4316.54676,0,0,0,0.0,1112,True,False
38,2020-09-15,182,TO,Palmas,1721000,city,14856,4966.45238,134,126,2,0.0085,299127,True,False
38,2020-09-15,116,TO,Palmeirante,1715705,city,168,2787.91902,0,3,0,0.0179,6026,True,False
38,2020-09-15,134,TO,Palmeiras do Tocantins,1713809,city,293,4400.72094,11,3,0,0.0102,6658,True,False
38,2020-09-15,118,TO,Palmeirópolis,1715754,city,112,1462.3319,1,1,0,0.0089,7659,True,False
38,2020-09-15,158,TO,Paraíso do Tocantins,1716109,city,1992,3886.67759,12,40,1,0.0201,51252,True,False
38,2020-09-15,116,TO,Paranã,1716208,city,141,1349.41143,0,2,0,0.0142,10449,True,False
38,2020-09-15,116,TO,Pau D'Arco,1716307,city,141,2907.81604,1,6,0,0.0426,4849,True,False
38,2020-09-15,128,TO,Pedro Afonso,1716505,city,530,3903.3731,13,7,0,0.0132,13578,True,False
38,2020-09-15,118,TO,Peixe,1716604,city,89,757.51128,6,3,0,0.0337,11749,True,False
38,2020-09-15,119,TO,Pequizeiro,1716653,city,167,3049.11448,1,5,1,0.0299,5477,True,False
38,2020-09-15,116,TO,Pindorama do Tocantins,1717008,city,38,854.50866,2,0,0,0.0,4447,True,False
38,2020-09-15,116,TO,Piraquê,1717206,city,40,1321.00396,0,1,0,0.025,3028,True,False
38,2020-09-15,116,TO,Pium,1717503,city,128,1672.32819,0,1,0,0.0078,7654,True,False
38,2020-09-15,116,TO,Ponte Alta do Bom Jesus,1717800,city,16,348.12881,1,1,0,0.0625,4596,True,False
38,2020-09-15,130,TO,Ponte Alta do Tocantins,1717909,city,148,1841.025,2,2,1,0.0135,8039,True,False
38,2020-09-15,116,TO,Porto Alegre do Tocantins,1718006,city,4,127.42912,0,0,0,0.0,3139,True,False
38,2020-09-15,141,TO,Porto Nacional,1718204,city,2271,4284.09734,42,41,1,0.0181,53010,True,False
38,2020-09-15,128,TO,Praia Norte,1718303,city,151,1790.79696,0,2,0,0.0132,8432,True,False
38,2020-09-15,125,TO,Presidente Kennedy,1718402,city,70,1900.10858,0,1,0,0.0143,3684,True,False
38,2020-09-15,131,TO,Pugmil,1718451,city,22,818.45238,0,0,0,0.0,2688,True,False
38,2020-09-15,116,TO,Recursolândia,1718501,city,73,1700.44258,0,0,0,0.0,4293,True,False
38,2020-09-15,122,TO,Riachinho,1718550,city,129,2777.17976,0,0,0,0.0,4645,True,False
38,2020-09-15,116,TO,Rio da Conceição,1718659,city,41,1924.88263,0,0,0,0.0,2130,True,False
38,2020-09-15,116,TO,Rio dos Bois,1718709,city,131,4622.44178,0,0,0,0.0,2834,True,False
38,2020-09-15,117,TO,Rio Sono,1718758,city,148,2284.65576,0,1,0,0.0068,6478,True,False
38,2020-09-15,135,TO,Sampaio,1718808,city,311,6601.57079,0,3,0,0.0096,4711,True,False
38,2020-09-15,116,TO,Sandolândia,1718840,city,34,1007.40741,0,3,0,0.0882,3375,True,False
38,2020-09-15,122,TO,Santa Fé do Araguaia,1718865,city,262,3487.75293,0,4,0,0.0153,7512,True,False
38,2020-09-15,116,TO,Santa Maria do Tocantins,1718881,city,26,757.13454,0,0,0,0.0,3434,True,False
38,2020-09-15,116,TO,Santa Rita do Tocantins,1718899,city,35,1479.91543,4,0,0,0.0,2365,True,False
38,2020-09-15,117,TO,Santa Rosa do Tocantins,1718907,city,40,828.32885,0,0,0,0.0,4829,True,False
38,2020-09-15,117,TO,Santa Tereza do Tocantins,1719004,city,97,3384.50803,0,1,0,0.0103,2866,True,False
38,2020-09-15,116,TO,Santa Terezinha do Tocantins,1720002,city,80,3163.30565,1,2,0,0.025,2529,True,False
38,2020-09-15,130,TO,São Bento do Tocantins,1720101,city,307,5766.3411,3,2,0,0.0065,5324,True,False
38,2020-09-15,116,TO,São Félix do Tocantins,1720150,city,17,1072.55521,7,0,0,0.0,1585,True,False
38,2020-09-15,142,TO,São Miguel do Tocantins,1720200,city,311,2561.99028,3,7,0,0.0225,12139,True,False
38,2020-09-15,116,TO,São Salvador do Tocantins,1720259,city,22,713.82219,2,0,0,0.0,3082,True,False
38,2020-09-15,120,TO,São Sebastião do Tocantins,1720309,city,273,5681.58169,4,1,0,0.0037,4805,True,False
38,2020-09-15,122,TO,São Valério,1720499,city,16,404.0404,1,0,0,0.0,3960,True,False
38,2020-09-15,130,TO,Silvanópolis,1720655,city,93,1721.26596,6,4,0,0.043,5403,True,False
38,2020-09-15,146,TO,Sítio Novo do Tocantins,1720804,city,238,2635.95083,0,4,0,0.0168,9029,True,False
38,2020-09-15,116,TO,Sucupira,1720853,city,56,2848.42319,0,0,0,0.0,1966,True,False
38,2020-09-15,142,TO,Tabocão,1708254,city,143,5523.3681,-1,3,0,0.021,2589,True,False
38,2020-09-15,116,TO,Taguatinga,1720903,city,66,395.6123,6,3,0,0.0455,16683,True,False
38,2020-09-15,116,TO,Taipas do Tocantins,1720937,city,11,512.10428,0,0,0,0.0,2148,True,False
38,2020-09-15,116,TO,Talismã,1720978,city,84,3007.5188,0,1,0,0.0119,2793,True,False
38,2020-09-15,120,TO,Tocantínia,1721109,city,379,5023.19417,5,5,0,0.0132,7545,True,False
38,2020-09-15,154,TO,Tocantinópolis,1721208,city,802,3506.77744,2,16,0,0.02,22870,True,False
38,2020-09-15,116,TO,Tupirama,1721257,city,69,3648.86304,0,2,0,0.029,1891,True,False
38,2020-09-15,116,TO,Tupiratins,1721307,city,14,524.14826,0,0,0,0.0,2671,True,False
38,2020-09-15,141,TO,Wanderlândia,1722081,city,280,2396.6447,-1,5,0,0.0179,11683,True,False
38,2020-09-15,130,TO,Xambioá,1722107,city,836,7244.36742,10,12,0,0.0144,11540,True,False
38,2020-09-14,142,AP,Amapá,1600105,city,532,5840.37765,0,4,0,0.0075,9109,True,False
38,2020-09-14,137,AP,Calçoene,1600204,city,1154,10380.49834,0,5,0,0.0043,11117,True,False
38,2020-09-14,133,AP,Cutias,1600212,city,600,10028.41384,0,2,0,0.0033,5983,True,False
38,2020-09-14,136,AP,Ferreira Gomes,1600238,city,549,7056.55527,0,3,0,0.0055,7780,True,False
38,2020-09-14,144,AP,Itaubal,1600253,city,292,5306.19662,0,0,0,0.0,5503,True,False
38,2020-09-14,153,AP,Laranjal do Jari,1600279,city,4559,9043.84051,20,44,0,0.0097,50410,True,False
38,2020-09-14,179,AP,Macapá,1600303,city,17948,3565.87268,14,464,2,0.0259,503327,True,False
38,2020-09-14,154,AP,Mazagão,1600402,city,1460,6749.26036,14,8,0,0.0055,21632,True,False
38,2020-09-14,164,AP,Oiapoque,1600501,city,2641,9684.63513,3,20,0,0.0076,27270,True,False
38,2020-09-14,145,AP,Pedra Branca do Amapari,1600154,city,2591,15701.12714,1,5,0,0.0019,16502,True,False
38,2020-09-14,154,AP,Porto Grande,1600535,city,1155,5256.92959,9,13,0,0.0113,21971,True,False
38,2020-09-14,133,AP,Pracuúba,1600550,city,351,6855.46875,0,6,0,0.0171,5120,True,False
38,2020-09-14,163,AP,Santana,1600600,city,7935,6538.18266,9,85,0,0.0107,121364,True,False
38,2020-09-14,146,AP,Serra do Navio,1600055,city,655,12136.37206,0,4,0,0.0061,5397,True,False
38,2020-09-14,142,AP,Tartarugalzinho,1600709,city,1062,6133.41034,7,4,0,0.0038,17315,True,False
38,2020-09-14,154,AP,Vitória do Jari,1600808,city,2471,15510.63963,25,13,0,0.0053,15931,True,False
38,2020-09-14,155,BA,Abaíra,2900108,city,12,137.31548,0,0,0,0.0,8739,True,False
38,2020-09-14,123,BA,Abaré,2900207,city,85,423.18032,0,0,0,0.0,20086,True,False
38,2020-09-14,146,BA,Acajutiba,2900306,city,120,791.60895,0,3,0,0.025,15159,True,False
38,2020-09-14,164,BA,Adustina,2900355,city,86,504.69484,0,1,0,0.0116,17040,True,False
38,2020-09-14,147,BA,Água Fria,2900405,city,64,377.13612,0,1,0,0.0156,16970,True,False
38,2020-09-14,152,BA,Aiquara,2900603,city,155,3486.2798,0,3,0,0.0194,4446,True,False
38,2020-09-14,173,BA,Alagoinhas,2900702,city,5098,3362.88556,8,61,0,0.012,151596,True,False
38,2020-09-14,108,BA,Alcobaça,2900801,city,463,2060.52514,1,5,0,0.0108,22470,True,False
38,2020-09-14,145,BA,Almadina,2900900,city,329,6021.22987,3,6,0,0.0182,5464,True,False
